,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,4,0,11,5,2.75,24,45.83,0,0,1,0,0,0,2,2,276,196,2,1/72,1/72,98.00,4.26,138.0,0,0,0
1,ODIs,23,12,6,59,15,9.83,82,71.95,0,0,4,2,15,0,23,22,984,979,29,5/46,5/46,33.75,5.96,33.9,1,1,0
2,T20Is,13,5,2,11,4,3.66,17,64.70,0,0,1,0,5,0,13,13,252,374,20,4/28,4/28,18.70,8.90,12.6,1,0,0
3,First-class,47,70,32,604,48*,15.89,,,0,0,,,18,0,47,86,5145,2794,104,5/38,7/81,26.86,3.25,49.4,2,3,0
4,List A,54,30,15,201,30,13.40,,,0,0,,,21,0,54,53,2318,2023,76,5/46,5/46,26.61,5.23,30.5,3,1,0
5,T20s,66,24,8,127,21,7.93,107,118.69,0,0,9,7,30,0,66,66,1414,1761,95,4/20,4/20,18.53,7.47,14.8,2,0,0
