,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,18,9,5,13,6*,3.25,52,25.00,0,0,1,0,0,0,18,17,692,793,24,5/21,5/21,33.04,6.87,28.8,1,1,0
1,T20Is,7,3,1,8,8*,4.00,8,100.00,0,0,2,0,0,0,7,7,150,241,5,2/21,2/21,48.20,9.64,30.0,0,0,0
2,First-class,8,14,2,55,18,4.58,136,40.44,0,0,6,2,0,0,8,15,971,591,17,3/66,3/63,34.76,3.65,57.1,0,0,0
3,List A,28,15,7,44,13,5.50,119,36.97,0,0,3,1,4,0,28,27,1106,1258,36,5/21,5/21,34.94,6.82,30.7,1,1,0
4,T20s,25,4,2,10,8*,5.00,11,90.90,0,0,2,0,4,0,25,25,510,742,33,3/31,3/31,22.48,8.72,15.4,0,0,0
