,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,40,37,1,1141,176*,31.69,1388,82.20,2,5,117,28,13,0,40,-,-,-,-,-,-,-,-,-,-,-,-
1,T20Is,20,20,1,637,125*,33.52,389,163.75,2,4,38,54,7,0,20,-,-,-,-,-,-,-,-,-,-,-,-
2,First-class,22,42,2,1229,104,30.72,,,1,8,,,18,0,22,3,30,23,0,-,-,-,4.60,-,0,0,0
3,List A,76,71,3,2219,176*,32.63,,,4,12,,,39,0,76,-,-,-,-,-,-,-,-,-,-,-,-
4,T20s,126,123,7,3655,125*,31.50,2545,143.61,4,25,297,241,38,0,126,-,-,-,-,-,-,-,-,-,-,-,-
