,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,53,85,17,827,41,12.16,2162,38.25,0,0,99,4,12,0,53,94,9438,5000,184,6/48,10/146,27.17,3.17,51.2,11,9,1
1,ODIs,89,56,34,308,34,14.00,573,53.75,0,0,24,6,19,0,89,88,4375,3656,123,6/27,6/27,29.72,5.01,35.5,3,3,0
2,T20Is,11,1,1,3,3*,-,2,150.00,0,0,0,0,1,0,11,11,234,284,10,2/25,2/25,28.40,7.28,23.4,0,0,0
3,First-class,108,149,30,1568,53,13.17,,,0,3,,,33,0,108,188,16458,8979,333,7/23,10/146,26.96,3.27,49.4,19,13,1
4,List A,113,70,42,400,34,14.28,,,0,0,,,24,0,113,111,5339,4404,154,6/27,6/27,28.59,4.94,34.6,4,3,0
5,T20s,46,13,5,59,12,7.37,52,113.46,0,0,3,3,18,0,46,44,912,1229,28,3/18,3/18,43.89,8.08,32.5,0,0,0
