,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,3,6,1,176,47,35.20,305,57.70,0,0,18,3,3,0,3,1,25,10,0,-,-,-,2.40,-,0,0,0
1,ODIs,6,5,0,248,179,49.60,214,115.88,1,0,25,8,0,0,6,1,6,13,0,-,-,-,13.00,-,0,0,0
2,T20Is,1,1,0,11,11,11.00,14,78.57,0,0,2,0,1,0,1,1,6,1,0,-,-,-,1.00,-,0,0,0
3,First-class,59,112,4,3251,156,30.10,5284,61.52,3,18,381,39,62,0,59,70,3393,1715,56,7/73,8/93,30.62,3.03,60.5,4,2,0
4,List A,42,41,3,1126,179,29.63,1359,82.85,1,8,112,22,20,0,42,20,711,543,25,4/43,4/43,21.72,4.58,28.4,2,0,0
5,T20s,6,6,1,50,17,10.00,64,78.12,0,0,6,0,3,0,6,1,6,1,0,-,-,-,1.00,-,0,0,0
