,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,3,6,0,96,47,16.00,118,81.35,0,0,15,4,2,0,3,5,342,189,6,2/25,3/59,31.50,3.31,57.0,0,0,0
1,ODIs,11,9,2,115,36,16.42,152,75.65,0,0,4,5,5,0,11,11,508,498,11,2/29,2/29,45.27,5.88,46.1,0,0,0
2,T20Is,13,9,4,124,29,24.80,96,129.16,0,0,8,7,1,0,13,13,292,394,17,5/15,5/15,23.17,8.09,17.1,0,1,0
3,First-class,20,31,3,627,107,22.39,896,69.97,1,2,70,28,13,0,20,36,2828,1474,80,6/28,10/129,18.42,3.12,35.3,4,3,1
4,List A,33,28,3,394,72,15.76,489,80.57,0,2,19,24,17,0,33,31,1429,1268,43,5/49,5/49,29.48,5.32,33.2,2,2,0
5,T20s,34,22,7,170,29,11.33,150,113.33,0,0,9,9,7,0,34,32,623,866,33,5/15,5/15,26.24,8.34,18.8,0,1,0
