,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,33,28,3,581,54,23.24,822,70.68,0,3,48,10,7,0,33,12,136,160,4,2/14,2/14,40.00,7.05,34.0,0,0,0
1,First-class,82,132,6,3932,149*,31.20,,,5,23,,,117,0,82,69,2559,1334,47,5/63,6/106,28.38,3.12,54.4,2,1,0
2,List A,115,108,14,2904,133,30.89,,,2,18,,,37,0,115,42,1194,931,32,5/26,5/26,29.09,4.67,37.3,1,1,0
3,T20s,74,63,8,1234,111*,22.43,1164,106.01,1,5,80,53,31,1,74,15,174,265,6,2/28,2/28,44.16,9.13,29.0,0,0,0
