,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,6,12,1,166,43,15.09,356,46.62,0,0,17,1,2,0,6,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,8,7,2,352,148,70.40,346,101.73,1,1,41,1,2,0,8,-,-,-,-,-,-,-,-,-,-,-,-
2,First-class,54,95,7,2820,231,32.04,4662,60.48,7,11,313,27,74,3,54,-,-,-,-,-,-,-,-,-,-,-,-
3,List A,38,36,7,1241,148,42.79,,,1,9,,,22,1,38,-,-,-,-,-,-,-,-,-,-,-,-
4,T20s,12,6,3,71,25,23.66,84,84.52,0,0,6,0,0,0,12,-,-,-,-,-,-,-,-,-,-,-,-
