,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,29,53,4,1621,137*,33.08,3356,48.30,5,7,178,10,13,0,29,40,3884,2223,50,8/60,8/60,44.46,3.43,77.6,3,2,0
1,ODIs,16,12,1,233,51,21.18,326,71.47,0,1,12,2,5,0,16,10,263,237,4,2/47,2/47,59.25,5.40,65.7,0,0,0
2,First-class,76,126,19,4230,137*,39.53,,,9,24,,,39,0,76,104,7850,4011,125,8/60,10/104,32.08,3.06,62.8,5,6,1
3,List A,46,41,4,1172,105,31.67,1407,83.29,1,8,83,24,20,0,46,25,691,561,18,4/19,4/19,31.16,4.87,38.3,1,0,0
4,T20s,5,5,3,77,38*,38.50,65,118.46,0,0,6,1,2,0,5,3,36,57,0,-,-,-,9.50,-,0,0,0
