,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,10,9,2,83,51,11.85,94,88.29,0,1,10,2,5,0,10,10,324,320,2,1/37,1/37,160.00,5.92,162.0,0,0,0
1,T20Is,9,7,0,51,27,7.28,44,115.90,0,0,5,2,3,0,9,9,168,196,8,2/19,2/19,24.50,7.00,21.0,0,0,0
2,First-class,13,23,2,696,169*,33.14,1136,61.26,2,4,69,14,9,0,13,16,650,332,10,4/47,5/99,33.20,3.06,65.0,1,0,0
3,List A,19,16,4,240,62*,20.00,291,82.47,0,2,22,4,9,0,19,16,598,523,8,2/18,2/18,65.37,5.24,74.7,0,0,0
4,T20s,14,10,2,170,64*,21.25,107,158.87,0,1,13,11,3,0,14,14,253,308,11,2/19,2/19,28.00,7.30,23.0,0,0,0
