,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,9,15,0,84,34,5.60,218,38.53,0,0,9,3,6,0,9,17,1525,821,25,3/53,4/50,32.84,3.23,61.0,0,0,0
1,ODIs,16,8,5,104,29*,34.66,121,85.95,0,0,6,4,5,0,16,15,757,818,24,5/56,5/56,34.08,6.48,31.5,1,1,0
2,First-class,31,49,9,309,34,7.72,673,45.91,0,0,33,10,15,0,31,50,4448,2450,101,7/46,8/62,24.25,3.30,44.0,5,5,0
3,List A,29,16,8,210,51*,26.25,243,86.41,0,1,8,13,6,0,29,27,1348,1325,46,6/31,6/31,28.80,5.89,29.3,1,2,0
4,T20s,10,7,5,27,15*,13.50,36,75.00,0,0,3,0,5,0,10,10,205,378,15,6/12,6/12,25.20,11.06,13.6,1,1,0
