,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,10,9,1,367,118,45.87,370,99.18,1,2,33,10,2,0,10,-,-,-,-,-,-,-,-,-,-,-,-
1,T20Is,11,11,2,218,58,24.22,155,140.64,0,2,17,12,4,0,11,-,-,-,-,-,-,-,-,-,-,-,-
2,First-class,3,6,0,143,55,23.83,244,58.60,0,1,16,6,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-
3,List A,28,26,4,859,118,39.04,,,1,5,,,13,0,28,-,-,-,-,-,-,-,-,-,-,-,-
4,T20s,102,95,12,1932,81,23.27,1334,144.82,0,9,125,134,52,9,102,-,-,-,-,-,-,-,-,-,-,-,-
