,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,34,31,3,670,101,23.92,806,83.12,1,2,41,30,14,0,34,13,245,243,3,1/7,1/7,81.00,5.95,81.6,0,0,0
1,T20Is,20,15,2,221,50,17.00,191,115.70,0,1,18,8,9,0,20,4,48,74,2,1/20,1/20,37.00,9.25,24.0,0,0,0
2,First-class,9,17,1,240,43,15.00,494,48.58,0,0,20,7,3,0,9,15,851,416,21,5/23,7/71,19.80,2.93,40.5,0,1,0
3,List A,71,67,8,1789,101,30.32,1881,95.10,1,13,98,98,35,0,71,42,1024,1019,23,5/36,5/36,44.30,5.97,44.5,0,1,0
4,T20s,55,48,9,951,84,24.38,723,131.53,0,4,64,53,35,0,55,22,306,535,14,2/21,2/21,38.21,10.49,21.8,0,0,0
