,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,T20Is,1,1,0,2,2,2.00,6,33.33,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-
1,First-class,17,24,3,486,93,23.14,793,61.28,0,3,57,18,12,0,17,29,1355,783,33,6/32,8/82,23.72,3.46,41.0,0,1,0
2,List A,18,14,3,321,69,29.18,363,88.42,0,1,28,11,7,0,18,13,335,265,5,2/34,2/34,53.00,4.74,67.0,0,0,0
3,T20s,16,15,4,246,48,22.36,180,136.66,0,0,13,18,8,0,16,7,47,74,1,1/6,1/6,74.00,9.44,47.0,0,0,0
