,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,52,94,4,3459,218,38.43,7713,44.84,8,17,393,40,50,0,52,1,6,2,0,-,-,-,2.00,-,0,0,0
1,ODIs,110,105,13,2839,124,30.85,4045,70.18,3,18,235,66,33,0,110,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,20,18,1,340,43*,20.00,317,107.25,0,0,28,13,4,0,20,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,93,161,7,5612,218,36.44,,,11,32,,,96,0,93,5,106,66,1,1/9,1/9,66.00,3.73,106.0,0,0,0
4,List A,155,149,19,4520,124,34.76,,,6,29,,,51,0,155,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,131,118,29,2788,94*,31.32,2343,118.99,0,15,177,149,35,0,131,-,-,-,-,-,-,-,-,-,-,-,-
