,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,54,40,14,502,44,19.30,513,97.85,0,0,44,12,15,0,54,49,2384,2125,49,4/51,4/51,43.36,5.34,48.6,2,0,0
1,T20Is,13,8,6,85,20*,42.50,71,119.71,0,0,7,3,6,0,13,13,240,318,8,2/6,2/6,39.75,7.95,30.0,0,0,0
2,First-class,46,62,9,1156,130*,21.81,1715,67.40,1,3,113,34,77,0,46,80,7195,3662,152,7/10,14/40,24.09,3.05,47.3,9,4,2
3,List A,104,80,28,954,57,18.34,,,0,1,,,47,0,104,96,4555,3685,127,6/29,6/29,29.01,4.85,35.8,5,1,0
4,T20s,84,53,29,397,24*,16.54,342,116.08,0,0,27,16,31,0,84,77,1342,1603,69,5/26,5/26,23.23,7.16,19.4,1,2,0
