,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,37,64,11,1783,202*,33.64,3007,59.29,3,8,204,33,29,0,37,63,5904,2576,93,6/59,11/103,27.69,2.61,63.4,3,5,1
1,ODIs,104,84,17,1744,99*,26.02,1838,94.88,0,9,126,57,45,0,104,101,4819,4459,129,5/27,5/27,34.56,5.55,37.3,4,2,0
2,T20Is,11,7,1,60,26*,10.00,56,107.14,0,0,5,2,3,0,11,11,229,304,9,2/27,2/27,33.77,7.96,25.4,0,0,0
3,First-class,67,104,11,2465,202*,26.50,,,3,10,,,51,0,67,115,9673,4322,168,6/59,11/103,25.72,2.68,57.5,4,8,1
4,List A,155,125,24,2634,99*,26.07,,,0,14,,,61,0,155,148,6945,6009,210,5/27,5/27,28.61,5.19,33.0,7,2,0
5,T20s,87,62,16,656,54,14.26,517,126.88,0,1,48,33,40,0,87,86,1713,2205,63,4/27,4/27,35.00,7.72,27.1,1,0,0
