,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,1,2,0,4,4,2.00,16,25.00,0,0,1,0,0,0,1,2,174,76,4,2/27,4/76,19.00,2.62,43.5,0,0,0
1,ODIs,5,1,0,7,7,7.00,13,53.84,0,0,0,0,2,0,5,5,264,224,5,2/38,2/38,44.80,5.09,52.8,0,0,0
2,T20Is,13,4,3,18,7,18.00,17,105.88,0,0,2,0,2,0,13,12,231,265,8,3/28,3/28,33.12,6.88,28.8,0,0,0
3,First-class,55,63,11,509,38,9.78,1152,44.18,0,0,60,6,26,0,55,90,9793,4628,148,5/21,9/43,31.27,2.83,66.1,7,3,0
4,List A,86,46,16,211,22,7.03,361,58.44,0,0,13,1,31,0,86,86,4191,3044,107,5/32,5/32,28.44,4.35,39.1,1,2,0
5,T20s,76,21,12,80,16,8.88,88,90.90,0,0,6,1,22,0,76,73,1360,1652,57,3/8,3/8,28.98,7.28,23.8,0,0,0
