,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,24,40,6,342,39*,10.05,803,42.59,0,0,43,2,13,0,24,43,5758,3073,99,8/39,11/170,31.04,3.20,58.1,3,7,1
1,ODIs,4,2,0,21,11,10.50,40,52.50,0,0,2,0,1,0,4,4,222,151,5,4/11,4/11,30.20,4.08,44.4,1,0,0
2,First-class,64,94,19,970,64,12.93,1844,52.60,0,2,135,8,38,0,64,113,14635,7780,263,8/39,12/122,29.58,3.18,55.6,11,20,5
3,List A,94,54,16,457,57*,12.02,709,64.45,0,1,38,6,42,0,94,94,4744,3705,126,6/19,6/19,29.40,4.68,37.6,3,2,0
4,T20s,69,22,8,155,22*,11.07,181,85.63,0,0,12,2,9,0,69,67,1271,1500,66,3/10,3/10,22.72,7.08,19.2,0,0,0
