,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,2,1,4,4*,4.00,19,21.05,0,0,1,0,2,0,2,3,360,242,0,-,-,-,4.03,-,0,0,0
1,First-class,24,29,12,138,26,8.11,250,55.20,0,0,15,7,17,0,24,35,3061,1827,51,5/54,10/139,35.82,3.58,60.0,3,3,1
2,List A,31,10,4,5,4*,0.83,16,31.25,0,0,1,0,7,0,31,31,1415,1295,48,4/31,4/31,26.97,5.49,29.4,3,0,0
3,T20s,18,3,2,14,8*,14.00,16,87.50,0,0,1,0,3,0,18,18,364,504,19,3/20,3/20,26.52,8.30,19.1,0,0,0
