,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,3,6,0,115,64,19.16,186,61.82,0,1,11,2,5,3,3,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,2,2,0,68,44,34.00,70,97.14,0,0,4,2,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,9,8,4,78,30*,19.50,63,123.80,0,0,9,0,2,4,9,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,76,116,16,3688,182*,36.88,5420,68.04,7,18,416,48,194,36,76,5,36,36,1,1/3,1/3,36.00,6.00,36.0,0,0,0
4,List A,92,86,16,2378,108,33.97,2555,93.07,2,11,207,39,81,35,92,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,76,68,20,994,79*,20.70,810,122.71,0,1,93,24,37,21,76,-,-,-,-,-,-,-,-,-,-,-,-
