,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,5,9,0,191,67,21.22,403,47.39,0,1,15,1,2,0,5,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,21,18,2,467,63,29.18,604,77.31,0,4,39,12,6,0,21,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,13,9,0,90,47,10.00,96,93.75,0,0,7,3,3,0,13,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,93,149,6,4961,186,34.69,,,12,25,,,133,20,93,6,91,71,2,1/12,1/12,35.50,4.68,45.5,0,0,0
4,List A,138,129,12,3991,100,34.11,4608,86.61,1,30,380,103,92,28,138,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,110,93,14,1741,80,22.03,1490,116.84,0,8,113,71,38,15,110,-,-,-,-,-,-,-,-,-,-,-,-
