,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,55,103,7,3807,217,39.65,6150,61.90,5,24,470,19,22,0,55,93,12774,6415,205,7/36,10/124,31.29,3.01,62.3,8,18,2
1,ODIs,206,194,27,6323,134*,37.86,7641,82.75,9,47,574,42,50,0,206,203,10517,7857,260,5/29,5/29,30.21,4.48,40.4,8,2,0
2,T20Is,72,72,9,1471,84,23.34,1196,122.99,0,8,152,32,18,0,72,71,1571,1775,88,5/20,5/20,20.17,6.77,17.8,3,1,0
3,First-class,91,167,14,5722,217,37.39,,,8,34,,,45,0,91,,18924,9190,305,7/32,,30.13,2.91,62.0,10,23,2
4,List A,251,237,29,7465,134*,35.88,8796,84.86,9,55,675,63,68,0,251,247,12445,9215,321,5/18,5/18,28.70,4.44,38.7,13,3,0
5,T20s,298,271,44,4763,86*,20.98,3904,122.00,0,18,445,120,74,0,298,292,6271,7190,346,6/6,6/6,20.78,6.87,18.1,8,4,0
