,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,14,26,0,786,149,30.23,1279,61.45,1,4,106,9,17,0,14,10,418,262,3,2/68,2/68,87.33,3.76,139.3,0,0,0
1,ODIs,52,51,3,1633,127*,34.02,1632,100.06,2,10,193,41,29,0,52,11,228,229,5,3/58,3/58,45.80,6.02,45.6,0,0,0
2,T20Is,41,41,0,718,51,17.51,584,122.94,0,1,78,25,22,0,41,10,93,173,4,1/18,1/18,43.25,11.16,23.2,0,0,0
3,First-class,65,114,5,3304,149,30.31,5324,62.05,3,20,451,45,51,0,65,73,2613,1471,33,5/34,5/47,44.57,3.37,79.1,0,2,0
4,List A,130,127,5,3973,208*,32.56,4420,89.88,6,20,424,115,70,0,130,71,1890,1688,48,4/34,4/34,35.16,5.35,39.3,1,0,0
5,T20s,106,104,6,1633,58*,16.66,1442,113.24,0,5,162,58,52,0,106,30,345,586,12,2/17,2/17,48.83,10.19,28.7,0,0,0
