,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,20,12,3,262,51*,29.11,322,81.36,0,2,24,3,2,0,20,20,912,909,24,3/45,3/45,37.87,5.98,38.0,0,0,0
1,T20Is,9,6,1,94,39*,18.80,88,106.81,0,0,7,3,2,0,9,9,162,290,5,2/53,2/53,58.00,10.74,32.4,0,0,0
2,First-class,33,47,13,1256,100*,36.94,2692,46.65,1,9,147,12,18,0,33,50,3881,2162,60,5/41,7/121,36.03,3.34,64.6,2,1,0
3,List A,71,46,12,921,68,27.08,1202,76.62,0,7,68,11,12,0,71,70,3378,2961,105,5/9,5/9,28.20,5.25,32.1,0,2,0
4,T20s,49,25,10,214,39*,14.26,199,107.53,0,0,17,6,7,0,49,48,962,1330,60,4/22,4/22,22.16,8.29,16.0,2,0,0
