,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,5,10,3,11,4,1.57,62,17.74,0,0,1,0,0,0,5,7,776,433,11,3/38,4/59,39.36,3.34,70.5,0,0,0
1,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,108,114,5,5/58,5/58,22.80,6.33,21.6,0,1,0
2,T20Is,3,2,0,3,2,1.50,7,42.85,0,0,0,0,1,0,3,3,66,106,4,2/27,2/27,26.50,9.63,16.5,0,0,0
3,First-class,77,102,43,463,53*,7.84,1141,40.57,0,1,60,7,18,0,77,128,11309,6658,227,6/25,9/43,29.33,3.53,49.8,7,12,0
4,List A,57,30,13,60,11*,3.52,110,54.54,0,0,6,1,10,0,57,56,2346,2154,70,5/58,5/58,30.77,5.50,33.5,2,1,0
5,T20s,46,13,9,25,10*,6.25,29,86.20,0,0,3,0,6,0,46,44,865,1157,56,4/35,4/35,20.66,8.02,15.4,1,0,0
