,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,19,36,6,554,68*,18.46,1082,51.20,0,2,58,7,17,0,19,34,4903,2748,86,7/58,12/117,31.95,3.36,57.0,1,7,2
1,ODIs,35,21,4,328,51,19.29,438,74.88,0,1,31,3,11,0,35,34,1789,1354,35,4/29,4/29,38.68,4.54,51.1,1,0,0
2,T20Is,13,11,2,94,19*,10.44,80,117.50,0,0,7,4,7,0,13,13,216,330,4,2/31,2/31,82.50,9.16,54.0,0,0,0
3,First-class,32,51,8,1093,80,25.41,1934,56.51,0,7,129,12,27,0,32,55,7633,3824,137,7/24,12/117,27.91,3.00,55.7,2,11,4
4,List A,83,62,9,1116,52,21.05,1405,79.43,0,5,77,23,27,0,83,82,3810,2858,91,4/29,4/29,31.40,4.50,41.8,1,0,0
5,T20s,52,42,8,389,51,11.44,348,111.78,0,1,38,10,22,0,52,52,1008,1283,37,2/12,2/12,34.67,7.63,27.2,0,0,0
