,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,3,1,43,26,21.50,130,33.07,0,0,2,0,1,0,2,4,228,133,6,5/61,5/90,22.16,3.50,38.0,0,1,0
1,First-class,18,21,4,278,43*,16.35,729,38.13,0,0,30,0,10,0,18,31,4156,2174,64,8/47,11/145,33.96,3.13,64.9,2,4,2
2,List A,40,29,14,274,51*,18.26,456,60.08,0,1,19,0,22,0,40,40,1924,1440,51,4/53,4/53,28.23,4.49,37.7,1,0,0
3,T20s,17,12,6,62,24*,10.33,92,67.39,0,0,3,1,5,0,17,16,330,384,10,2/10,2/10,38.40,6.98,33.0,0,0,0
