"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Kiribati","KIR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","590.954964938512","589.621856327699","674.262415199461","688.237142900136","557.339036908826","444.085079248134","432.430296157237","508.79285802857","612.504774126441","590.682087742576","614.820023637558","977.4815694617","980.854516835838","907.027639993641","1035.66226625158","1110.63152413952","1103.13395451046","1317.64921829775","1327.92743196667","1268.79221921729","1213.99888554882","1198.52195284446","1247.20838843445","1435.05529159228","1547.09344364943","1600.92731685385","1531.6137971546","1836.85757749967","1959.33332382397","1696.04588426531","2078.62687420036","2255.0139731809","2540.37795078721","2696.31112335527","2970.03798673651","3022.49952042589","2944.13604164223","3037.37858087452","2979.56991729169","",
"St. Kitts and Nevis","KNA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","282.807436778913","301.982413402667","375.62630227255","521.213384773526","562.542163114616","762.602549671887","963.600220231823","1294.32098928752","1622.72308807155","1524.75817683859","1660.18264768241","1750.20186513076","1924.57684371306","2109.63836712427","2140.60322603591","2435.96316468937","3070.51858429014","4103.40030958986","5042.83354609749","5712.59747701024","6629.379954437","6979.88275246559","7598.01897324093","8887.87639805264","10542.4295886513","11148.2121411732","10186.1337325981","6520.38914207461","8493.95726050272","9817.78860680434","9218.97253443064","10580.2401960579","11720.8481868673","13135.6757045268","15271.3168837828","17190.3561136403","19054.3285236996","16671.5092383056","14725.3030132147","18055.5172193965","19659.3509880097","19877.6154456902","21017.7431590767","22445.861655787","21880.9800214131","22388.2494196657","24090.5097591565","25174.2736746995","",
"Kuwait","KWT","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2342.61194424235","2899.81434024871","2650.60279336567","3196.19259380176","8790.61148979307","10389.6111663541","10811.0626859535","11411.6439146243","12034.0163791639","","20448.0074635423","20664.1520453921","16995.1337680203","14814.5119152123","14587.3756354423","13590.9440835877","12802.0945296832","13027.7307408338","12287.0581527899","13811.4694284849","11304.3038794544","7214.0914959838","","","","17180.9170210368","19593.7412878346","18717.7441964865","15169.0541351387","16040.7193325705","18586.3729689263","15967.52355106","16352.9538878483","19772.8082795636","24727.7521472256","31538.620952358","39124.7862502823","42349.2856346258","48524.5603706155","34234.5516018514","34386.7697628996","41116.0215702531","43907.3556684626","42359.3256917288","38970.6691306545","28317.1708736993","27278.0399485266","29362.200656289","31628.7505813801","",
"Latin America & Caribbean (excluding high income)","LAC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","511.306797668157","561.137095941847","617.289724983349","790.036788503648","1007.30563987942","1058.21250223756","1138.27515027079","1218.72652169997","1339.98320480651","1502.93912455438","1736.13759832231","1965.75823261683","1775.4965577499","1494.33369229406","1480.08497805581","1515.34253887576","1517.87699844265","1558.26612343008","1739.21767391676","1939.21746378063","2165.2858104038","2706.57796665857","2488.88179161383","2840.83241709702","3179.26855502831","3305.69935768206","3501.63944473732","3779.39837709303","3734.88840356544","3256.89509151924","3546.17078984076","3426.08011768514","2970.28451484115","2957.68480797591","3313.51158638619","3947.86624369983","4620.0634309166","5442.49547486998","6287.06555851807","5930.64055314533","7242.89227571055","8074.91427719704","8061.73149768137","8201.40362838671","8353.00452032033","7108.48827841903","6820.95186774713","7506.0915540213","6996.49229366157","",
"Lao PDR","LAO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","441.076264788373","585.344778717139","425.213689220312","249.591212584572","130.612752035161","152.891414588232","179.318602959448","205.069744499995","217.873921582038","250.591896111723","282.972774349422","307.586928068719","321.211230796751","287.444822082397","202.428956966088","235.137377939779","265.76007816086","270.590778544339","266.373001305492","287.193545395195","336.673909306806","387.518733108824","441.702723025294","542.628524672029","645.127957739377","705.716342093054","783.643847746222","947.810779400432","1122.73970314116","1317.34036675362","1469.20849233888","1565.7646262922","1706.68661344231","1756.06631994808","1854.93763986315","",
"Lebanon","LBN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","965.356574062727","1042.54796925699","1436.09407108872","1663.61548443215","2092.18035981381","2474.62240140519","2956.04464029504","3313.99349789834","3530.94125331913","3894.5718947298","3965.54601989094","3864.3915070835","3684.21473317554","3694.88586688469","3129.1727886156","3730.18883140272","3798.90563469928","3789.55770301549","4427.20687361778","5178.54376712671","6167.95872413326","6418.92241653305","6306.03705288821","6560.30436404281","6490.23984060005","6233.44938056576","6160.70118189738","6103.46154155112","6323.20267859784","6596.37301703872","",
"Liberia","LBR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255.163191948667","232.783890892773","224.117598965888","172.40699994051","214.791458115808","225.621452596218","257.00032231755","296.439446485259","350.481014380655","335.790855897655","361.253663809256","442.805949546181","450.787491679157","499.664433714546","483.129562696015","486.34661835773","469.73202160617","444.70614521469","434.707846785318","",
"Libya","LBY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2754.2037536667","3531.3490240388","4031.69709869737","5507.88215619422","6227.08088499572","7822.67660436575","9806.88945494719","7716.25933339412","8693.54425773039","4823.68565874428","9335.94919572689","8297.66801360461","5684.65501716356","4018.20999770097","3717.36728878254","5048.69480593024","6116.77725005247","",
"St. Lucia","LCA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1070.02104719408","1212.38373151506","1301.28762832887","1389.4554866404","1504.1048851992","1618.64317240731","1914.72747474321","2055.69391567684","2275.00091747381","2541.81822136629","2800.06452489628","2910.72702692785","3206.98189183309","3163.76945330569","3264.65244905919","3387.37923145214","3506.15162942574","3522.97467312072","3773.6938176288","3934.61986023477","3963.28826945936","3682.85927240569","3745.10366510414","4011.2973862861","4204.48605918051","4467.03519989947","5583.6983600812","6197.89309114753","6118.3388717413","6164.65993631706","6728.19016434994","6988.20606069475","6845.99197126887","7153.87764265874","6998.62255822918","7231.75149430686","7627.86753755455","8181.37685732176","8574.77169203883","",
"Latin America & Caribbean","LCN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","530.652378801839","585.737193744111","640.685814942748","824.230490529606","1029.48337689444","1053.48289551474","1137.26744724225","1227.55791966149","1353.27156467544","1530.54274911803","1783.11829978946","2021.56108071544","1815.46205514057","1521.64389775011","1504.0769405663","1531.12248796506","1534.65576887727","1584.94007242468","1763.18986590786","1960.65787895786","2188.76031587044","2722.62893790845","2535.03961504947","2883.99484738372","3226.6947884687","3380.41367453648","3578.44142762314","3867.07239759043","3826.0921031035","3350.56285481683","3629.33104940887","3501.45961555548","3048.66599945576","3039.25268580209","3414.33247284208","4064.96597208398","4738.80958722574","5571.77147627561","6430.96910879989","6076.64964629427","7411.38875038089","8276.81560254246","8300.84762419368","8471.38751700057","8597.82798589603","7385.04561998109","7114.60995645499","7801.30915995936","7335.84733617889","",
"Least developed countries: UN classification","LDC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","234.089706502755","250.083320277063","261.94671179821","265.180413630428","274.020558124763","275.785371189398","238.824520742133","229.473788441535","201.784798896847","225.674058476745","252.473870254357","260.347529834335","265.054019339889","263.678285956884","283.119411334693","262.171684789687","274.880436876443","301.418763655302","328.879447192383","360.292278765853","397.992472461073","453.324280351293","523.634323750478","559.847732015115","621.3687696858","690.095607139174","725.650705068856","752.637810154663","828.652817016229","825.169644416006","830.149892378392","906.150485675428","857.690782185176","",
"Low income","LIC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","159.573248073879","170.832379936353","187.191956479981","228.284595695807","231.895581427334","205.118271010092","232.518515828158","156.312495956968","214.298253166514","252.060736773356","270.366599269789","291.825849765787","308.719765122238","350.012717318018","350.187515866894","370.546712570437","380.433873454081","393.676109679113","388.389012707733","440.481378429279","484.016512220785","519.400205833531","547.815225581139","610.1211590197","667.426268255079","706.103816118101","765.663711076461","784.964480969258","771.701498871742","799.730936778127","773.377504927058","809.201654764443","922.325789642737","994.713522899494","1160.70323560611","1328.0800812108","1512.74646986872","1862.32351916755","1943.30674994592","2597.01846048005","2960.32090408678","3071.10305063965","3273.5310222489","3451.26636436234","3477.69039481072","3511.18014359959","3695.33517611683","3690.4654007413","",
"Lower middle income","LMC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","127.368608333953","129.081244779824","137.127301938246","155.389340612948","185.671020808557","200.218543496067","205.334997865738","224.893909858957","252.121050794958","273.654634510634","331.042840255003","416.714015701008","404.177114986882","373.420061584957","347.751402709369","355.973428103132","364.560139852528","383.941085779724","389.226571400217","376.14644544164","395.087988500042","361.046047994133","368.206959257473","353.373834763952","381.930054410499","421.563759268565","453.071666143234","470.214581427107","471.07231347919","485.245237584303","484.236486805804","489.156588545376","508.604578880705","567.417892040897","639.122279400972","720.392354265426","837.19762056998","1010.1045007456","1092.78434282537","1117.25201489057","1308.64059501712","1429.50879197549","1494.24622015684","1560.40578104574","1656.09112323061","1644.18282733167","1682.79173313919","1761.49071650458","1794.8437078467","",
"Low & middle income","LMY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","161.758187371261","170.72675725094","187.154069319033","230.663451807538","276.9307335148","299.854755687325","313.971593818134","344.880198976123","365.007002242854","409.779359977757","470.791907813293","535.691290848566","519.58452943715","489.139126118122","485.665048569605","501.946194899176","513.527183719562","508.788525132144","542.051691895395","568.627774680057","640.929453543357","699.808959506444","697.348233998233","736.910391676861","793.156086040036","875.582885811543","948.944131272453","993.925364144988","956.735572166343","919.26876918957","979.104467905716","975.176625350332","981.346431302199","1081.96646388879","1251.79135867078","1455.42377601444","1707.35866904266","2085.71490920512","2422.55076382444","2386.09800577915","2833.73646953496","3242.45610448483","3435.95693329204","3597.72567378007","3723.23920766845","3526.80091543088","3506.64693843782","3773.06425673278","3950.48009956816","",
"Lesotho","LSO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","470.54969361169","479.021006397409","441.871486387172","485.760343164793","410.774863126529","302.50785875951","340.706656826504","425.727636638221","458.633983593196","452.093910065278","525.448391474487","579.748797938342","631.617380213176","598.342763939671","602.635091718975","649.289994947688","603.203438055184","619.191407758201","538.446382735127","539.678142104117","505.083708893563","541.673678654111","508.234274330182","750.018086703884","955.934925809914","1015.22396128353","1051.04915966727","1101.70551080188","1086.25102150191","1027.4035661724","1288.38237306731","1376.93204083354","1282.17282362864","1180.2706227116","1168.76541937627","1009.28370332074","1026.59006496875","1121.20278805447","1238.02106114176","",
"Late-demographic dividend","LTE","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","180.433514042631","196.368526791225","219.876666887984","272.702570500161","307.909072372335","332.921955126384","351.198086431874","401.038704154821","410.505058386619","462.738894098251","501.089807840279","526.115217330005","533.420745009064","481.222160310482","502.517606922226","531.225889016377","567.167744024363","575.86191949343","643.134771659214","764.55493814111","782.26108460586","898.165164362557","840.926458883973","868.935097612789","998.717186220807","1231.43568498895","1366.70477104737","1418.20199542473","1356.59012469744","1233.03428612805","1336.61830462659","1368.56405678397","1436.7761956266","1617.73826472452","1915.57411938017","2280.74966771553","2727.28047727736","3430.17923236384","4168.7934666645","4052.68435075037","4767.98660271632","5668.14679968675","6071.01154773679","6535.74959690019","6791.5645887344","6344.51197045282","6326.68865399989","6910.09866588266","7546.52098544817","",
"Lithuania","LTU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1707.04455799705","1884.50741101205","2328.78791866153","2630.84686337241","2563.94724390051","2741.36429407387","2967.07702629011","3527.73511158174","4635.75727478122","5704.30891460151","6775.25389054097","7935.28323708962","10389.7760906429","12633.0776976346","10302.3177731998","10142.4543296414","11996.5171811424","11977.2596154723","13265.0060700501","14150.0709085372","11828.5746914396","12451.2175141969","14076.871899658","16125.1801962993","",
"Luxembourg","LUX","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2547.46249344513","2591.87563068676","3344.89393948999","4442.35034237358","5619.26305526041","5810.57503086458","6764.74223977432","7710.38979642017","9639.26308428657","11149.3473025985","12370.0222305649","10837.5579153381","11053.5601899123","11157.566382005","10765.3516105224","11176.5695229958","15917.2124367651","19843.6488387746","21961.7196488397","22982.2976348848","29367.5824797659","31772.837123886","34712.5377423653","34645.4841621928","36481.4691185268","43851.3593034648","43248.0626206839","39902.0010136598","39104.1427787631","41446.3322669479","37685.2407475249","37756.4600453703","39242.0497798185","46804.2779889739","61490.2151084683","66067.7304263676","64208.7051469997","81515.1244938382","82227.0219395168","56915.163662345","63004.2553697268","66255.2459701241","61116.2086899336","62617.1992121049","65253.5692867617","54019.8957645615","54085.9062859402","56155.0045667468","60159.1752768919","",
"Latvia","LVA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1426.76135260178","1559.64918452918","1783.68402119688","1996.64353140321","2115.41305653929","2383.93504445415","2644.92075293127","3097.60321768645","3862.94892162012","4756.32310420384","5807.55028572628","7218.49780352121","10601.4094734036","12565.8589148403","10215.2428275964","8576.26200415593","10354.6206394543","10317.3638584295","11341.4237511428","11887.257523399","10370.0556664296","10835.6541329079","12008.1202391655","13725.7350568493","",
"Macao SAR, China","MAC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","227.483126211499","244.777225694466","279.051067679879","334.288134287722","404.097248675585","458.778996871367","476.539890587968","532.449986205633","621.112731605185","723.997076431125","956.685829910512","750.904216425874","726.200125991606","650.379355345033","581.567693157914","562.913939658923","735.895946554847","801.027650064307","907.476699095324","921.414067220114","1045.32437585735","1099.47023362269","1128.65177375922","1035.00546090066","1155.02653761166","1231.92221709214","1357.18914595175","1210.43048563372","1286.21385043466","1263.7673652372","1164.15491760328","1168.41246608748","1238.51573033752","1511.36006894472","1713.73422670997","1788.37059894141","1940.79830296754","2207.94464934391","2550.54919815315","2505.13269642162","2473.28870024426","2646.55254281315","2523.37917366134","2730.99059914005","2733.61642154675","2493.34286422822","2514.13962276206","2631.2984425334","2792.13264153048","",
"Monaco","MCO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488.348398195045","500.407124796136","561.831764264912","483.634845295015","318.494329633081","357.776687346257","441.680564218713","507.431822109301","654.694432834784","876.870124052084","1014.59729833978","1165.64536698477","1474.38936430235","2065.02852307787","1792.40093504243","2397.2204149998","2930.41463866656","3110.12751209391","3382.54636152677","3302.62963718056","2548.60483984217","2688.38726022674","3278.93062053251","3868.69841090228","",
"Madagascar","MDG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","455.559522145382","388.410216088413","369.045508571382","355.786464572278","283.967921202576","270.16579507578","299.231630081826","224.772191394148","205.232876011625","201.839774508741","249.326364543284","201.620685777942","226.214673299007","244.083882142703","204.658787616853","208.291646098504","256.162640551706","223.129891535152","229.63214987079","223.265934461035","224.08101999814","255.355981817989","236.690317787752","288.579585221036","221.629896390397","247.977479450135","262.948156793348","394.990608567902","481.459076003518","403.744481054053","403.490368902994","452.508425019509","432.900086249373","450.126263738155","440.581268135765","382.708455064054","393.874843640503","436.442425698554","442.980122816842","",
"Maldives","MDV","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","561.996302564106","561.427710721691","536.034213606207","696.945488652377","731.04256423889","795.923537639457","843.412289772523","956.551441045597","1032.34141950074","1142.95956365391","1332.32189396516","1472.05736706576","1613.52962126787","1677.97470068741","1794.86467520884","1873.74666839793","2593.91270432861","2588.87137151963","2923.50095719492","3324.58347540874","3106.68264802772","4119.75849775951","4092.65784644278","5024.45307032983","5138.15602449394","5346.91594243674","5623.51886380115","5686.33877817827","6090.20714526708","6647.01476387771","7169.84307172634","7302.30242092588","7527.22270710303","8203.23166703515","",
"Middle East & North Africa","MEA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1827.69590833103","1860.62251726526","2061.01398074099","2232.70075956602","2295.8979397252","2259.10400958755","2298.04918528313","2403.08931950786","2440.10438293385","2420.13377800359","2624.76852172609","2973.19361494377","3427.74427457869","3959.71981071322","4696.94189735022","5593.96731013026","5104.00715997615","5830.8385591246","6615.66838591088","7032.49929106218","6922.33676952844","6899.99787578226","6177.87701594336","6186.86565593974","6239.36534077641","6654.75685855959","",
"Mexico","MEX","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","596.853037386974","641.451267718205","716.287350604968","854.753912729189","1073.41294175065","1265.1741432394","1235.09106824161","1094.25796679714","1329.04436054346","1659.65040763668","2442.01092652866","3083.00429589173","1974.86233219719","1537.26553797859","1833.87147849056","1943.92305824964","1265.23320820444","1368.89373878231","1722.8426970395","2110.98889933859","2486.90546097211","3022.97665742193","3455.93460110045","4776.53100997225","4951.50879523048","3127.54524465551","3538.56397786071","4357.11142614117","4530.54802414327","5105.49122462789","5890.89855421029","6258.52434441189","6270.00144633258","5719.867876193","6014.10662849198","6512.03836819075","7165.79799670683","7643.15228141732","7849.71035527555","6283.83459856363","7328.46160029601","7875.55602661868","7869.51341100103","8212.73442951727","8543.77786514173","7601.61815186893","6864.12097382319","7251.38569633958","7447.22350127386","",
"Marshall Islands","MHL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","167.413040520159","176.609629169272","193.731377044047","239.188021670641","286.814097178525","310.302208065331","324.986189621139","357.461831002032","378.130002613707","425.092336117478","488.278756584764","556.955205677675","539.852896417525","507.157147281141","503.870779666808","521.082491909498","533.87757175582","529.081074690063","564.494539962345","594.041746184101","670.757031208379","734.002913379878","733.733705648218","777.818331665089","841.655052076952","930.027896305315","1008.28309937054","1057.17712317534","1017.70158985282","978.409721027386","1041.43966780671","1040.16256543626","1047.62748625753","1157.66166594251","1341.11846602336","1562.20887971676","1835.79837061306","2246.19121053838","2612.00265167909","2574.35416205369","3065.50248458253","3514.9442493566","3727.97717681245","3911.28631896648","4047.89228249602","3835.25817679911","3819.75180507052","4113.2649683627","4325.60479815768","",
"North Macedonia","MKD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1021.45482596064","1382.10065615426","1843.96769654583","1835.45201728939","1555.28471419372","1497.91145536297","1528.17458919211","1486.81997219536","1460.59819409632","1565.19570087184","1880.42585595767","2153.54660868612","2354.96418608138","2614.79506063418","2860.51271975472","3648.52390904444","3540.51105159039","3450.41544465266","3922.01830332262","3628.36063677029","4048.66648400317","4270.68169272847","3814.09875116465","4054.63663690447","4194.11310498513","","",
"Mali","MLI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","234.476637813397","198.561531054363","168.405370164628","159.909464093507","149.22892204648","167.258942665012","219.926338615445","244.876869609516","247.759808744071","248.490176163787","297.355279952687","296.633832416866","301.437620932499","293.905234994332","204.241117985023","258.741273773674","259.155203846948","242.168208148893","255.619168616348","297.689374460848","246.293546478403","270.30514688077","281.027089688805","339.118894384311","378.826328586334","428.45014483547","455.649774295108","518.881081226542","571.962267034774","574.619541512845","566.212969234386","659.995577693025","589.568272413426","639.060670769771","690.242990313147","607.863715415065","626.626981590604","661.754461588447","737.849978521105","",
"Malta","MLT","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185.289384785757","131.768787674724","136.813155613864","209.4096380142","207.299000511283","230.148248695593","275.177066805652","385.260740336322","608.237163808529","709.070969494708","942.855518018804","1120.24597687893","1058.01271899359","1061.83310410366","1118.58323766671","1015.75197746466","1089.59078999241","1129.6444946821","1170.92218280058","",
"Middle East & North Africa (excluding high income)","MNA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","875.261241633942","889.892138392749","1024.77540463889","1140.87706936786","1168.26911736171","1225.82115707374","1216.83863792251","1204.15498686443","1279.68023479109","1267.15904005406","1379.11325182689","1551.73585425957","1748.68353596459","2003.78451826722","2494.46922752235","2983.3323569136","2982.0418551119","3364.37266124391","3700.15739711522","3957.38280366279","3677.17852158302","3578.24922999464","3272.88387941153","3331.21935280979","3154.77857877899","","",
"Montenegro","MNE","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4083.47692554371","5315.3866350767","6591.78539909715","5822.95789831203","5843.00081473345","6566.58821832584","5882.19302196487","6408.8910500065","6474.06555046673","5807.4416941654","6095.73059369849","6863.65757818557","7714.81445562957","",
"Mongolia","MNG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","1036.57046008525","1100.05506356951","1159.9893803257","859.022773523235","871.277775922979","1170.81444387205","1173.2971935339","1175.39556470409","1170.24242825406","867.659725759238","937.614088591832","507.439818779471","297.822210462243","340.677086001878","532.272372120678","513.531631308172","433.504209834938","419.972513693128","396.546098138792","401.807527224678","442.417104174248","483.103779062703","547.503983145354","654.207811086557","816.821150822122","1012.31259298675","1258.23176615066","1593.82964751998","1266.66147900678","1823.23213397855","2528.65225872271","3250.18853818741","3375.94077819068","2973.93333286864","2869.69373475363","2476.26708432242","2131.53938680275","2575.66866932023","",
"Northern Mariana Islands","MNP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245.858926765138","163.44967508826","164.395244194187","161.262821322116","163.248460963592","230.97420342589","269.933108151187","294.688857312871","300.744959707326","268.634439686887","239.448762744238","224.544100365328","273.802439257423","328.244491406259","355.022295121435","357.202703573117","401.839964036135","473.645658548981","452.775078335856","403.783441426149","517.267213814705","575.589301351582","582.30040952302","602.778023523779","524.706727600985","378.952866981117","401.180646189681","438.052854143316","",
"Mauritania","MRT","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","399.542151004131","397.373405581361","383.27299766559","389.515796026593","355.677462003319","311.998789126294","357.581112505286","401.3764409735","417.504988265652","418.584214894149","420.262569131547","597.423702998273","591.32292428666","488.171563825789","500.497355763945","516.983592022839","551.756697386562","523.041138266398","488.269804378407","498.45038163986","436.34866895573","407.545287844176","437.262982132113","493.372108675413","556.797499429265","610.375357446129","670.485621304384","688.669491731216","811.93395585573","868.167982167973","895.539420852869","1017.858204369","973.12436249491","1039.31672289792","974.253303827733","908.251668100576","870.900871658764","868.976290070684","973.934309293472","",
"Mauritius","MUS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","762.251488918146","866.242151181625","1048.02881827402","1215.35990907043","1106.68271290552","1078.03490211811","1002.92148948364","1010.04263002522","953.371306734982","978.610428045116","1330.06798970068","1730.47203985871","1945.75809738037","1988.93454193435","2395.54329763324","2566.90871335274","2837.73703681354","2808.55637519939","2957.75795610161","3284.1858055086","3509.84094708268","3261.97874487614","3201.43699370821","3298.65109551727","3513.73229999488","3479.24192124365","3638.7240814391","4312.64948200198","4866.53994971175","4744.41897297474","5160.56896447917","6074.18964601436","7219.52922934927","6337.24631084581","6649.64649978347","7493.36772886426","7946.3668078526","8651.30008109654","9079.45888573256","8308.03738767825","8707.75122344775","9693.10445632727","10394.5241499615","",
"Malawi","MWI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","158.778228121584","157.269153252561","144.350618945138","151.554097809135","148.735589879277","134.023886330609","128.034898277408","115.059005552126","130.089086940878","142.07949615271","164.659931740858","193.425116570411","153.582199867896","180.275622869511","89.8139772620294","104.078375922763","186.030344286905","218.976012828801","129.985894323764","132.17775987591","125.423991195728","118.648597606135","250.659034889249","216.515765813399","233.422822297194","236.093269823031","243.773831427426","262.795049569","305.607313922846","332.696195239848","367.333624974338","424.540709030351","296.723840954915","261.572524226915","278.77443722378","289.999961513061","238.221025737308","274.983458474342","311.706512233502","",
