"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Egypt, Arab Rep.","EGY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","220.664477818215","230.621384247608","244.535555211908","258.604608830123","225.875006852755","271.2838410207","294.058330702366","299.653134068864","287.937585597883","284.020294036037","312.531692282336","329.053587372942","437.463764846459","481.709308302629","510.928793480068","563.756790103379","643.338260794346","647.202987767103","552.003540389492","590.390715981174","587.654176160174","549.38171182702","604.289995683931","667.479767634332","742.07622577961","843.723556382152","921.103599002279","1075.03606780181","1173.64375822433","1198.25915257993","1290.3550389979","1268.9002141572","1112.79861196702","1012.70012330897","923.259478631762","993.87055334221","1176.34685760823","1422.28413575376","1702.77839395955","2030.3022375051","2252.77146591388","2309.58856923905","2745.01253379098","2777.95846098975","2910.89606070012","3247.96050376696","3215.30698183648","2165.51059940202","2216.39286470879","",
"Euro area","EMU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1973.06361995593","2217.5180848325","2656.95162855832","3428.20407765874","3827.82958363539","4387.15671602259","4566.73000459899","5163.36510827439","6310.37350080768","7602.72451080348","8408.22523379614","7203.06148640846","6925.97788421882","6735.27413604816","6455.88840622546","6625.63474025656","9316.75460027926","11511.6794680831","12654.0434478525","12867.2060866801","16083.2422040713","16573.2665060482","18167.9866812454","16499.9044252603","17343.3756007131","20006.2791834793","20222.3513809838","18456.3930812745","18914.283515799","18796.5791305208","17019.051337818","17169.768473361","18479.657450788","22692.0106730058","26022.3016462548","26808.093310404","28443.7960796299","32443.2962921959","35009.9364962924","31804.8062965555","31139.7786530596","33698.2683858271","31108.0946040162","32361.7529557844","32979.5793160622","28328.8646507787","29074.5159058136","30643.5692079966","33071.2633070707","",
"Eritrea","ERI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.80936600868","205.617622899529","218.801838114332","257.895841839955","256.385856678016","283.256043570814","267.044660235816","263.273548330773","270.823288960469","252.285260475294","283.020437516385","348.633832676361","338.08418173202","364.747455927222","382.108246767314","385.665711035599","520.452913830377","587.058296427036","605.008727599039","","","","","","","","",
"Spain","ESP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1055.13485873063","1189.4990105187","1505.17340781732","1990.89395246444","2434.24107336401","2816.8017427095","2867.28175753983","3168.68381626757","3806.7771232591","5026.46374234258","5365.8427460491","4573.78080653893","4379.41011228315","3770.22476716799","3773.89964776891","3983.61310249998","5586.80326055231","7101.9696382409","8351.3175457492","9260.31631913867","11991.7530666829","12891.4014444944","14017.9234263954","11587.1282534457","11478.0057192807","13449.3095977633","13900.6771879517","12724.5391851895","13324.1824288733","13613.351974948","12746.6386792497","13202.655204221","14656.7462096792","18506.7776746779","21336.1286615026","22501.0448899945","24009.5660505401","27342.3147578338","29476.1743108655","26731.1473973901","25459.6921852817","26176.2640921663","23565.5568656497","24227.5397129458","24650.8719700745","21692.5034976372","22456.7734924392","23746.2689137582","25685.787529065","",
"Estonia","EST","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3406.05410994228","3745.00957453522","4409.96044840897","5881.48725185597","7260.09200742335","8609.36185003783","10333.4654741073","13298.9255477834","14507.511633002","11728.4713562368","11358.3896715122","13761.8854243946","13928.6943862996","15515.038323428","16402.9970704791","14214.8200984211","14833.5902196456","16640.7215094272","18992.8036020901","",
"Ethiopia","ETH","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","180.483195313172","177.017187241017","203.244340138986","185.528794563164","216.515294721926","211.088932856222","219.999295033082","217.982460224875","220.99952577903","222.999014256679","238.295793602725","171.78399290445","139.717532885294","96.7062301564834","94.1404123674831","105.262345689152","103.343710297551","86.4023944766746","93.9066134053523","97.5775828145834","94.8856320513875","80.9345297742924","72.081327141602","92.4416531415156","117.040656569244","145.369266439323","177.184193196645","244.730461918816","290.160553633613","261.281166066071","263.711939988683","350.739321259437","373.828311986993","422.686612210062","472.290746806359","520.872115032089","547.281144643012","561.048616780025","",
"European Union","EUU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1650.79756098732","1851.42342702472","2216.23039419815","2852.1831459396","3178.1815533186","3658.81215266496","3816.40119347548","4291.63220197727","5214.66324947508","6266.59360181727","6921.66848319864","5946.96823212632","5691.33781085033","5515.60822976299","5307.56496547047","5449.47389970639","7634.82640786309","9432.71503621372","10347.09448206","10525.2675498861","13095.7349145437","13472.8312163566","14746.1071634385","13355.2986136452","14131.6878219605","16389.9460797374","16648.8645040814","15251.1945538897","15681.4102147671","15587.8352265115","14223.8675788812","14395.1956182627","15571.6260016434","19123.3553865252","21999.925143907","22883.6066239774","24417.9164328499","28070.0882022271","30609.7756574191","27563.8527043089","27255.1734964662","29575.3613652756","27401.2715544829","28589.2800297981","29154.0194958114","25110.200741234","25762.9245419044","27274.7538739455","29470.1786505189","",
"Fragile and conflict affected situations","FCS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","102.47174825611","118.459614825425","135.929246673504","174.534058924219","208.599782087588","242.68118188465","252.228600563116","268.683981380737","272.838130459862","355.045883063906","595.102011814374","566.889613145371","455.964231127594","393.154156756953","389.640660619542","356.516320589414","332.286917313813","357.601853973398","293.743148707609","483.859414434182","508.964923372668","496.267369189976","429.127750479449","407.47710939801","487.160233589048","489.767671116929","539.143827074321","561.768747324917","580.627858176289","638.022264364124","640.406557790161","608.997108367851","613.09540085553","737.71964746969","896.184581804037","1130.08549804313","1355.37487011597","1730.35925084903","1649.12665245951","1902.11336269732","1817.01571801788","2072.25757012326","2109.26124702912","2366.73477689455","","","","","",
"Finland","FIN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2137.89310865953","2331.7774117545","2722.30616557164","3559.93510918383","4481.94650968246","5229.75193649027","5605.99208790909","5796.10434206337","6254.7334240755","7740.97070116698","9262.68984882389","8941.34145114718","8947.92835446581","8545.40706790949","8840.97309314655","9305.61833263792","12247.0047403463","15131.7745022295","17980.9988882334","19230.1288532249","22301.9395557454","19441.1057350722","16726.8752899107","13112.3488311169","15459.1196540709","20757.279980899","20574.7661607295","20049.4582897747","21138.5684728101","21505.2151657859","20020.0558434333","20684.5145988568","22351.9849806251","26996.5541526062","31444.8407301248","32320.2689133426","34290.3881904865","40123.3923724215","43949.1857744766","38621.0199798319","38213.8599463405","41709.3512955202","38692.0572373683","40403.3136755142","41063.3932123363","35093.2702851536","35793.4242796335","37649.4605402372","41120.0062713843","",
"Fiji","FJI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1682.36893854159","1684.62955571197","1537.14866250712","1431.98742745988","1473.95875999703","1423.63894072344","1599.21300346197","1436.59157368076","1345.29697029102","1432.28114854905","1569.33608467272","1615.96451405043","1766.1961305449","1873.62839844627","2017.43401819246","2217.89973282066","2393.70727534492","2286.20728639992","1767.39868957877","2046.64970383907","1866.84136987274","1799.05365587802","2063.07604807853","2550.42559575914","3030.04539557027","3383.69901373238","3267.44447606633","3638.61685442201","3736.86460273255","3067.43431687386","3221.78143726223","3701.9064575848","3856.36827554447","4204.62971440026","4756.60243389323","4591.39304565311","4800.7024162349","5092.42726351899","5137.37930626529","",
"France","FRA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2514.63320900248","2783.98316798756","3371.69157690606","4337.31997896896","4608.99237602854","5756.28127966882","5897.03611962227","6445.46706173736","7988.80420864684","9642.24734676882","10914.3189103472","9481.29260816729","8906.70358123111","8414.80798152077","7913.60929152525","8260.76587265377","11563.1750188015","13961.5818342294","15147.2616208655","15111.5325657972","18564.7176197687","18318.6728315502","20162.629855203","18931.4380783048","19882.5120493936","22820.453265477","22951.2238962968","20809.7186360376","21532.647898466","21426.1328584804","19294.2737507237","19356.763108228","20632.0609742142","25269.6233796195","28831.5686532319","29725.8805887985","31166.1134906424","35446.5955797304","38533.6352301097","35101.5454862613","34362.5387976885","37138.087525406","34395.2508365128","35867.2025374488","36186.1861319523","30896.1760610792","31182.4219827908","32634.2673231949","34842.3874247575","",
"Faroe Islands","FRO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2967.39029453561","3215.88249961951","3262.76456124519","3468.97579928517","3367.56483851182","",
"Gabon","GAB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","405.124041551007","456.541596252126","502.695309067126","877.799644900946","1129.46920232575","1721.98327816501","2834.93749332916","2362.12725991916","1725.93707101752","1247.19840672468","3175.0468939387","3641.83540359233","3555.99333174708","3005.58065445303","2845.33192982145","2486.71599929024","2672.61586627627","2206.48425309045","3016.23301524388","2662.4467983873","3031.72944570368","3219.69348734766","2961.49075763469","2013.38660631729","2114.6543689137","2318.75814180402","2413.56046996387","2304.96254245751","2501.39180331377","2253.89216722974","1749.61042393069","2308.1004689725","2609.68218551727","3152.39836571069","3133.43550242546","3656.63860739578","3674.8830116535","4049.59410847035","4541.47855812027","4508.46977369529","4580.08357922175","5185.12939478618","5137.87369917187","5454.9285028381","6215.55206196141","5202.62441306068","4990.10447671895","4970.14933416152","5202.12800471638","",
"United Kingdom","GBR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2256.50813357937","2522.1226298261","2868.25595684646","3230.84089987699","3440.6656039101","4045.68731747385","3874.20196532155","4291.77709129068","5451.14756894025","6948.09105009308","8779.90494587622","8298.3944949857","7957.53017047582","7582.91334554848","7129.83373411873","7456.16166324511","9363.81990625471","11469.9868709422","14010.0728383541","14048.1309248055","16307.806152546","17062.0339143674","17866.8020891683","16082.7070610819","17641.5487732163","19202.1218796731","20185.4584748736","22723.2669913706","24692.8520837461","24716.758418552","24284.6586706205","23981.5872728684","26163.5517129973","29996.7711031947","35075.2866308252","36694.7097298561","38315.2533645852","43161.7220950403","39715.4300844251","32389.300815344","33417.4120019681","35730.9228906342","35528.5964454825","36035.29975951","39476.8687546692","37385.5145352409","34098.9491588325","33877.1787993963","35837.0021032551","",
"Georgia","GEO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","808.249620605332","629.088691622376","698.24649362503","721.93634446532","763.909274828063","898.157123494955","1189.70589262127","1495.70942601416","1840.16179514718","2384.87337603759","2957.82272713831","2504.00291648427","2771.93429868548","3407.03173195794","3869.15325004932","4022.43604848722","4189.14885766769","3476.33884393938","3440.52729271631","3659.73918854315","4000.01444110897","",
"Ghana","GHA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","248.753657318207","212.040359428111","241.706016210461","277.797163990086","261.869773276833","253.392602683572","291.258316092402","332.760985359518","353.68816371439","376.232864659816","354.153406274732","331.044918653552","322.679661606715","334.04337921738","327.38592091812","398.723962451057","337.108217417027","335.370848612043","332.444352203088","364.532710209096","401.548913301435","373.934418532269","319.424359550316","276.385421445835","321.384822135829","333.38176960421","329.029475770469","345.480710979537","357.349996861606","220.887243128993","225.77818768929","248.751669642944","288.404255122269","330.348595633815","383.248213899265","719.377572680138","851.245277074994","941.442436545251","761.733904508939","894.567015570272","1000.91212649811","989.795116800472","1596.57687628977","1286.54689656696","1179.531689674","1276.56174360159","1335.14910586386","1461.77564042968","",
"Gibraltar","GIB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","274.151600457712","291.828128664171","334.990155711425","324.008052653452","346.873756970007","383.820547703287","422.616335395714","423.036357564034","424.037461648869","427.268916065243","437.848047529727","427.255178733123","390.650068398234","373.220553985338","310.407455075317","283.574211008922","289.678256231396","293.74310000689","316.816606809565","236.959245251672","381.678455682607","557.307624038642","577.776033038052","518.039864026724","518.687467128311","483.516595046421","536.718525160407","566.410728962416","584.781114133206","581.00525846567","537.396125864576","638.632478444921","659.480761418659","",
"Gambia, The","GMB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","315.968899546531","277.900781780989","265.591951841202","240.162304946457","210.505928874378","292.188246586552","236.542283188052","261.538018619008","267.483506376689","247.294600763077","253.911147639445","579.872874493964","576.18591607205","587.777112631166","562.455616324111","568.38304197604","593.088764315708","542.397950889838","548.953252150919","516.167758095447","476.838636799104","399.542719061575","316.44494554065","251.730735579138","521.610357207111","541.545088090627","536.079971742729","632.521723883067","753.669020725733","676.375017646527","698.284796609467","603.886610301383","578.696560138256","543.677978199368","472.595782835619","512.960983914606","531.494470756205","529.008189940837","585.383065120837","",
"Guinea-Bissau","GNB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","126.086444879705","182.469103067617","190.411867200152","185.662449091356","153.764881834414","172.011918449158","137.962652496848","172.321168793522","158.023961351173","200.688471952559","228.428384010963","229.613935295522","195.916268493257","200.537599876633","195.493890860505","199.946935734229","207.572160864699","205.042485840335","144.822581779755","159.974330815439","272.131811720547","279.577921687515","292.15042032666","315.851245209896","350.230896864256","376.688350920786","371.206536110859","414.859666720964","495.017765467645","455.863110080701","468.934255856535","608.849558096952","514.035217549172","514.669318505498","531.683551695639","505.347076054799","562.43429325409","624.795631800535","696.212754968428","",
"Equatorial Guinea","GNQ","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","178.358936788943","102.366193095982","108.803001888964","120.255606084778","130.925289216174","147.395549730565","173.402128615142","212.482747570246","218.608192200095","182.599556942109","263.559747691985","260.251159771236","310.298516001934","294.556315375495","174.182018020013","208.541529225641","234.539502255573","359.173853981458","273.602241882829","326.000111965","-45.6617852960852","","","","","-622.027445989072","2999.53420048384","4398.19263752785","5093.17410027638","4932.51934825858","2654.09523605654","4307.44508524333","4372.08621501771","5617.99985862497","5671.31786795697","5344.80846719838","4847.94931515951","4071.81511035207","3879.07155188461","",
"Greece","GRC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1391.72515207586","1539.96730232399","1761.044332194","2318.55569945023","2621.64506262937","2902.84022215273","3125.27861273619","3566.46915320416","4275.2430781934","5190.91500229405","5344.43825765114","4830.33123202855","5031.48921689831","4469.41664993501","4281.89383068968","4227.38282949114","4909.36336457333","5730.17260833944","6648.32197733433","6885.80280307123","8585.21882520304","9161.42672242215","10064.7988421194","9333.96412704407","9943.09670448102","11575.6344327492","12124.5429008537","11806.0127147927","11777.5948329231","11370.9718383229","10528.0828856676","10951.7426034056","12242.1132121767","15753.6152785471","18572.9221271159","19305.1782497718","20761.4750385155","23873.0967127141","26182.9823632066","24321.6919239873","21816.4025853602","20536.1815370555","18056.40606526","17597.1816404237","17990.1682042684","15020.2022040925","15030.4453187877","15821.9750509602","17144.8612939664","",
"Grenada","GRD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","329.955601784213","340.274543221981","406.019511967416","489.405853315231","547.142677564805","648.824564393077","797.453316933334","862.204718650099","955.414783712168","1053.34091267863","1121.79977782503","1087.87688489782","1115.40965068574","1133.86614563281","1142.29089253998","816.210166976235","781.53162239294","843.800659183773","883.768943997033","770.124621372852","938.721007105534","1013.4733451632","1085.01333964973","1202.68564428075","1320.17640303919","1373.06912928672","1516.38196465209","1619.64243548808","1482.99762007977","1513.28372194324","1436.24388028399","1534.74961135123","1574.59861749333","1670.18295327442","1839.35341251096","1965.48017777905","2136.59155305578","2386.467211243","2239.86898340536","2387.39880470108","2699.26338117665","2846.2445078152","2991.32549179359","3169.99242797565","3418.16470676247","3616.53765004943","3946.65005753498","4034.65750582547","",
"Guam","GUM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","663.210933854589","596.601673877582","482.935719407902","484.215331768906","422.579099635632","456.696753615365","499.767160204593","321.496394665963","402.616760227955","331.073974249514","378.59573394274","279.762035631756","345.447843221717","473.077491761211","592.229378137029","688.81992979087","837.539961737433","866.541658001322","850.579788291466","809.648099219751","867.04759588143","857.044940856515","871.007779577663","903.751456606049","967.673390808044","1036.4715118459","1933.48656888735","2281.22501928419","2395.58449465593","2525.9524983884","2661.89620890173","2893.29464996118","3130.58623494388","3295.64952371688","3597.35067202568","3698.19017579201","3722.78559948184","3760.24762355313","4047.60919541893","",
"High income","HIC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2402.49610240639","2631.11622233903","3025.13144604261","3630.03436176182","3976.91107728863","4389.30481793402","4737.32891517945","5303.31699729149","6333.72865085731","7120.95840945926","7788.58193583812","7834.29660531366","7770.46210117364","7926.84106898184","8249.4596723644","8594.51423040944","10414.8611776753","11997.510853398","13494.1494253363","13881.9291375452","15414.0030917424","16120.8154595798","17199.0430245574","17083.3806370783","18233.2968370223","20109.4469857318","20204.0893980702","19805.003910996","19893.5505537254","20680.9785659431","20924.0106041889","20635.881860051","21342.7965921482","23789.8798546324","26369.9397573522","27688.3876912375","29140.0619538518","31425.8726910258","32631.8861473314","30340.7267054811","31897.9361527828","34318.3120277164","34294.0711716462","34502.7987765267","35184.7462521511","33098.212394953","33492.3146071107","34814.1367404772","36651.905510212","",
"Hong Kong SAR, China","HKG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","5131.05358548115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","243.438136822143","258.908326516265","282.680296888411","309.394631814316","330.063770226718","377.447800577264","451.839327834137","814.466681945114","892.731788753501","962.144740280164","954.418792159173","952.684511826987","988.002236149993","1052.91370663279","1105.27974172502","1154.62419519548","1222.17902647225","1120.50664726532","999.066183112438","862.441087002613","789.79025939374","813.938735989285","814.490330238968","744.639137658518","830.179337598527","788.063613529444","853.120168060163","927.032815188496","913.882299661012","983.067096128981","1017.02362088697","1013.35652492094","1028.96237827292","1070.30379760181","1154.2127443519","1253.81196435304","1416.43561505401","1547.78850661148","1589.5702553069","1655.85635750699","1824.43916371923","1851.32450532779","1800.30974778855","1864.97615476712","1993.49102165263","2007.20579870698","2136.21253119511","2141.26952788291","",
"Heavily indebted poor countries (HIPC)","HPC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","324.733720233967","316.832934744254","305.277311653412","294.736474618477","292.966977482488","294.189393044043","329.007781801063","354.570083750887","355.195156125577","323.027086395718","329.180386618976","335.277580591246","305.567066895502","297.26281774682","247.134036160547","271.426636773278","291.761849597503","295.996156518415","309.374671675968","306.781556735397","312.915723608281","285.449214211209","295.229686235196","320.513505579357","355.190598496298","384.390377984639","431.648501788205","496.597975648556","580.292165873322","577.913850803623","596.475908298127","639.719148262801","670.879607974798","694.992991932889","754.302496485781","732.341779536557","724.01818184992","780.578535981819","715.579185021911","",
"Croatia","HRV","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3976.82363594981","4307.23280074306","5091.63740617135","6440.80160787615","7817.549525693","8686.68900675729","9595.08197087623","11498.7196319993","13288.3307696768","11588.2471340237","11099.3136402086","11674.7643012936","10627.9261925027","11183.923341978","11217.5294536547","10010.1265533845","10175.88963475","11285.483008602","12585.6709379032","",
"Haiti","HTI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","231.530452440374","242.669597047345","233.587331630333","254.958805425659","280.478308237614","304.614851567048","345.602002739055","297.48702528939","373.144195737701","381.516284480253","423.037270390431","465.438875031441","297.538466574033","244.354747855569","278.601635719972","351.99470945353","358.410152392783","404.948092207159","443.03391317073","487.970390409967","460.538041800461","408.224468326385","384.511590758896","320.712851225336","375.356536813832","446.911475196159","485.217778147503","589.279636297967","641.343576177269","636.368180436717","625.771048575986","703.367119793224","725.694279107613","766.15511744044","778.893252005155","761.168303421021","682.193684839576","710.358480242718","805.299934403318","",
"Hungary","HUN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3057.88983546276","3284.41047601128","3411.04859599543","3394.24738400482","3414.33948864173","3552.32137640255","3549.08008818725","3459.95762278025","3996.03688584139","5137.92670066109","6575.23423730787","8011.79766050287","8719.73789195158","8927.69207585676","10635.1330895812","12105.6274810832","10101.7531608878","10109.3042167438","10871.8132385999","9959.75199757937","10820.4942918769","11176.5888524441","9960.17532328751","10487.1204336933","11504.4158423049","12895.7031743981","",
"IBRD only","IBD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","175.575914261034","187.677831265456","205.757757268422","258.242211220097","305.619131155729","322.734895205985","340.566759452919","378.807899133304","397.93039098251","451.449951325439","518.931676231402","562.03270172525","547.242708439427","524.769294348388","528.994272037035","550.049099506379","569.037291959817","564.686827724841","605.291984763353","646.165797584972","733.669059852878","808.408902151819","816.298760465535","876.258418281891","957.936310614445","1066.43193749863","1158.61142824683","1216.88714487128","1176.96100157937","1126.07597884171","1201.64322643894","1203.56606448132","1209.39341236416","1336.6212173665","1554.27630382439","1822.03446318785","2131.2108637953","2627.19097490252","3069.74401140541","3002.11812279331","3573.47146272899","4104.86019811155","4339.27725632329","4549.9614063392","4696.06143622935","4435.2702414377","4432.35308401463","4804.11866743284","5071.42366387164","",
"IDA & IBRD total","IBT","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","166.474503201853","175.999854194328","192.434932204843","238.063311136935","284.292435599458","304.304909494832","319.276724449234","352.089864959162","372.616689941681","420.061226172233","485.250337908038","553.179142804199","534.061392050526","500.275781098052","495.914005299832","512.110170517108","523.897017358038","520.324496787074","554.293085327338","582.082961634447","655.223970962743","715.361393682688","717.408160223627","759.704692264362","821.336614349989","913.343766778823","991.010700342692","1036.89513337451","1003.67613330427","962.219720165403","1021.63917092256","1019.58527101923","1026.18849214028","1130.76989563454","1309.99919215709","1527.33870177861","1786.88982042892","2186.08056730691","2547.96370402478","2487.43987969389","2940.1845832073","3359.3043912472","3546.15653389468","3714.9746605137","3840.00659394115","3628.10310950646","3607.44439803675","3882.86277141196","4070.97290791053","",
"IDA total","IDA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","141.856539599828","188.089416830686","230.627014609265","230.792958472536","235.707410976522","270.125527197338","288.958804067537","352.443567325162","566.112861082554","522.31009499833","425.328457924591","376.578723096181","371.16850438681","349.152294432297","351.484696526118","358.094373056568","327.519001580908","341.815921326038","345.482604591601","327.382865949462","297.682688331724","279.628336033121","314.46831051479","344.090785972471","349.332974139909","351.739418608486","355.123286306354","361.685397362644","353.212850002943","372.821362287078","405.948714688744","460.487714408473","514.187747262503","620.744811452863","707.887807631252","823.307569175313","810.074399175002","897.547291376924","977.785276829588","1045.55826199551","1116.57222167452","1213.18673673771","1185.67684586865","1141.63730444058","1160.28015964296","1151.5514040338","",
"IDA blend","IDB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","189.106031169893","163.247010142767","174.604236395143","174.589858013922","226.992689278797","268.837912136387","318.200056634886","321.360516838961","352.469536821202","371.849605138119","477.703582571589","1020.88349172972","923.080640503832","680.438339076053","555.769135232465","528.379533392678","462.433149936069","453.588165887716","465.440452594126","410.893568213144","425.698114001424","434.088466448493","413.29042892282","351.30255175329","357.997096718571","407.456775168029","437.744110758455","441.656991790062","431.264961257924","440.833595916177","435.543911128086","441.969465671292","485.981057770346","532.654089510214","622.541102629887","714.743216324166","931.861297518196","1047.91098020933","1199.03666724948","1135.06692297061","1276.18103162175","1403.05692972523","1534.5082957972","1656.82570737964","1813.37029674577","1736.06013987597","1577.08355781395","1498.70685144918","1513.80315916761","",
"Indonesia","IDN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","72.9288909570817","72.0949989341595","80.4801516997342","113.980629128168","158.825990940788","187.329492381632","225.635330276239","265.421337633203","295.218693353684","241.645349190717","352.001753092176","439.742685248791","490.798154623249","420.378848845461","427.410622670903","427.635857691914","410.129447581585","369.605191340556","411.06305800609","438.322673828541","476.630252206944","537.390067545272","581.033808850123","722.067218161423","810.703316821834","908.911909509915","1006.61041346828","942.411766380302","393.128307739742","556.26640004172","632.095505769673","540.769620399303","666.389737307201","782.790194405502","820.890456313351","882.646365657023","1127.61838550182","1318.81936840867","1538.50261875819","1672.3437864963","2325.78522256932","2682.11964486543","2747.0985504536","2705.09565779609","2625.29937580949","2540.58485925051","2806.76239515911","3003.88812312541","2989.67878497312","",
"IDA only","IDX","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","275.021808508817","283.354713025362","289.073765826177","298.501182766734","301.672035321171","285.095291820721","299.407738008317","300.301215101297","283.456182663998","272.296347673328","239.306864491009","266.401241610619","295.967868185541","301.959835818749","311.376477700953","311.050568823815","324.956811708679","307.769378451441","313.685899497783","339.65903716239","374.852092878283","407.431733536008","452.444011842487","524.307556773227","621.842231784251","639.423183305502","696.560739472727","756.95904745718","789.758258197844","832.860784543164","897.093966171457","897.272702072937","919.167336412917","997.921647389508","974.179423106517","",
"Isle of Man","IMN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
