born,spouse(s),children,education,alma mater,occupation,allegiance,service/branch,years of service,rank,unit,awards
alexander william younger (1963-07-04) 4 july 1963 (age 55)westminster| london| england,sarah hopkins (m. 1993),3,marlborough college,university of st andrewsroyal military academy sandhurst,intelligence officer, united kingdom, british army,1986–1990,captain,royal scotsscots guards,companion of the order of st michael and st george
