born,political party,other politicalaffiliations,spouse(s),children,residence,website
nigel paul farage (1964-04-03) 3 april 1964 (age 54)downe| kent| england,independent (2018-)[1],ukip (1993–2018)conservative (1978-1993)[2],gráinne hayes(m. 1988; div. 1997)kirsten mehr (m. 1999),4,single street| london| england,official websiteparliament website
