,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,0,-,-,-,-,-,,v England,Southampton,14 Jun 2019
1,2,-,7.0,49,2,0,0,,v England,Southampton,14 Jun 2019
2,1,DNB,-,-,-,-,-,,v Bangladesh,Taunton,17 Jun 2019
3,2,-,8.3,78,0,0,0,,v Bangladesh,Taunton,17 Jun 2019
4,1,-,5.0,46,0,0,0,,v Sri Lanka,Chester-le-Street,1 Jul 2019
