,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,2,-,-,-,-,-,,v South Africa,Cape Town,9 Feb 2003
1,2,-,10.0,60,2,0,0,,v South Africa,Cape Town,9 Feb 2003
2,1,-,5.0,37,1,0,0,,v New Zealand,Port Elizabeth,13 Feb 2003
3,2,22,-,-,-,-,-,,v New Zealand,Port Elizabeth,13 Feb 2003
4,1,0,-,-,-,-,-,,v Bangladesh,Benoni,18 Feb 2003
