,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,73,-,-,-,-,-,,v South Africa,Delhi,24 Feb 2011
1,2,-,DNB,-,-,0,0,,v South Africa,Delhi,24 Feb 2011
2,1,30,-,-,-,-,-,,v Netherlands,Delhi,28 Feb 2011
3,2,-,DNB,-,-,0,0,,v Netherlands,Delhi,28 Feb 2011
4,1,-,DNB,-,-,0,0,,v Bangladesh,Dhaka,4 Mar 2011
