,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,DNB,-,-,0,0,,v Australia,Nottingham,6 Jun 2019
1,2,1,-,-,-,-,-,,v Australia,Nottingham,6 Jun 2019
2,1,2,-,-,-,-,-,,v England,Southampton,14 Jun 2019
3,2,-,DNB,-,-,0,0,,v England,Southampton,14 Jun 2019
4,1,70,-,-,-,-,-,,v Bangladesh,Taunton,17 Jun 2019
