,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,2*,-,-,-,-,-,,v South Africa,Delhi,24 Feb 2011
1,2,-,8.0,42,1,0,0,,v South Africa,Delhi,24 Feb 2011
2,1,DNB,-,-,-,-,-,,v Netherlands,Delhi,28 Feb 2011
3,2,-,8.3,27,6,0,0,,v Netherlands,Delhi,28 Feb 2011
4,1,-,6.0,19,3,0,0,,v Bangladesh,Dhaka,4 Mar 2011
