,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,10.0,52,0,1,0,,v India,Manchester,27 Jun 2019
1,2,0,-,-,-,-,-,,v India,Manchester,27 Jun 2019
2,1,-,8.0,44,1,2,0,,v Sri Lanka,Chester-le-Street,1 Jul 2019
3,2,51,-,-,-,-,-,,v Sri Lanka,Chester-le-Street,1 Jul 2019
4,1,0*,-,-,-,-,-,,v Afghanistan,Leeds,4 Jul 2019
