,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,15*,-,-,-,-,-,,v Pakistan,Manchester,16 Jun 2019
1,2,-,5.2,22,2,1,0,,v Pakistan,Manchester,16 Jun 2019
2,1,29,-,-,-,-,-,,v Afghanistan,Southampton,22 Jun 2019
3,2,-,DNB,-,-,1,0,,v Afghanistan,Southampton,22 Jun 2019
4,1,14,-,-,-,-,-,,v West Indies,Manchester,27 Jun 2019
