,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,DNB,-,-,1,0,,v England,Birmingham,30 Jun 2019
1,2,32,-,-,-,-,-,,v England,Birmingham,30 Jun 2019
2,1,48,-,-,-,-,-,,v Bangladesh,Birmingham,2 Jul 2019
3,2,-,DNB,-,-,0,0,,v Bangladesh,Birmingham,2 Jul 2019
4,1,-,DNB,-,-,0,0,,v Sri Lanka,Leeds,6 Jul 2019
