,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,3*,-,-,-,-,-,,v Pakistan,Adelaide,15 Feb 2015
1,2,-,9.0,35,4,0,0,,v Pakistan,Adelaide,15 Feb 2015
2,1,4*,-,-,-,-,-,,v South Africa,Melbourne,22 Feb 2015
3,2,-,8.0,30,2,1,0,,v South Africa,Melbourne,22 Feb 2015
4,1,-,8.0,35,3,1,0,,v West Indies,Perth,6 Mar 2015
