,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,100*,-,-,-,-,-,,v Bangladesh,Dhaka,19 Feb 2011
1,2,-,DNB,-,-,0,0,,v Bangladesh,Dhaka,19 Feb 2011
2,1,8,-,-,-,-,-,,v England,Bengaluru,27 Feb 2011
3,2,-,DNB,-,-,1,0,,v England,Bengaluru,27 Feb 2011
4,1,-,DNB,-,-,0,0,,v Ireland,Bengaluru,6 Mar 2011
