,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,3,-,-,-,-,-,,v Pakistan,Adelaide,15 Feb 2015
1,2,-,10.0,56,1,1,0,,v Pakistan,Adelaide,15 Feb 2015
2,1,2,-,-,-,-,-,,v South Africa,Melbourne,22 Feb 2015
3,2,-,8.2,37,1,0,0,,v South Africa,Melbourne,22 Feb 2015
4,1,-,5.0,23,2,0,0,,v U.A.E.,Perth,28 Feb 2015
