,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,15,-,-,-,-,-,,v Pakistan,Adelaide,15 Feb 2015
1,2,-,DNB,-,-,0,0,,v Pakistan,Adelaide,15 Feb 2015
2,1,0,-,-,-,-,-,,v South Africa,Melbourne,22 Feb 2015
3,2,-,DNB,-,-,0,0,,v South Africa,Melbourne,22 Feb 2015
4,1,-,DNB,-,-,0,0,,v U.A.E.,Perth,28 Feb 2015
