,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,5.0,19,1,0,0,,v U.A.E.,Perth,28 Feb 2015
1,2,DNB,-,-,-,-,-,,v U.A.E.,Perth,28 Feb 2015
2,1,-,10.0,44,2,0,0,,v South Africa,Southampton,5 Jun 2019
3,2,DNB,-,-,-,-,-,,v South Africa,Southampton,5 Jun 2019
4,1,DNB,-,-,-,-,-,,v Australia,The Oval,9 Jun 2019
