,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,4.0,16,0,1,0,,v South Africa,Southampton,5 Jun 2019
1,2,DNB,-,-,-,-,-,,v South Africa,Southampton,5 Jun 2019
2,1,0*,-,-,-,-,-,,v Australia,The Oval,9 Jun 2019
3,2,-,1.0,14,0,0,0,,v Australia,The Oval,9 Jun 2019
4,1,9*,-,-,-,-,-,,v Pakistan,Manchester,16 Jun 2019
