,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,6.0,31,0,0,0,,v South Africa,Southampton,5 Jun 2019
1,2,15*,-,-,-,-,-,,v South Africa,Southampton,5 Jun 2019
2,1,48,-,-,-,-,-,,v Australia,The Oval,9 Jun 2019
3,2,-,10.0,68,0,0,0,,v Australia,The Oval,9 Jun 2019
4,1,26,-,-,-,-,-,,v Pakistan,Manchester,16 Jun 2019
