,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,36,15,7,62,19,7.75,125,49.60,0,0,3,1,10,0,36,36,1902,1719,67,5/45,5/45,25.65,5.42,28.3,2,1,0
1,T20Is,5,1,0,1,1,1.00,3,33.33,0,0,0,0,3,0,5,5,114,135,10,3/21,3/21,13.50,7.10,11.4,0,0,0
2,First-class,41,56,21,475,41,13.57,1051,45.19,0,0,64,8,13,0,41,66,6520,3674,149,7/34,12/78,24.65,3.38,43.7,5,11,1
3,List A,64,32,14,169,24,9.38,255,66.27,0,0,9,6,20,0,64,64,3292,2940,116,6/27,6/27,25.34,5.35,28.3,4,2,0
4,T20s,48,11,7,23,8*,5.75,34,67.64,0,0,1,0,11,0,48,48,966,1244,43,4/26,4/26,28.93,7.72,22.4,1,0,0
