,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,5,7,2,35,6*,7.00,125,28.00,0,0,2,0,4,0,5,8,1073,466,13,5/59,7/123,35.84,2.60,82.5,0,1,0
1,T20Is,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,36,45,1,1/27,1/27,45.00,7.50,36.0,0,0,0
2,First-class,53,78,21,709,45,12.43,2049,34.60,0,0,95,3,37,0,53,96,12832,6642,214,6/48,11/265,31.03,3.10,59.9,6,17,3
3,List A,22,11,6,85,31*,17.00,113,75.22,0,0,6,2,9,0,22,20,1061,945,22,3/43,3/43,42.95,5.34,48.2,0,0,0
4,T20s,36,11,6,55,12*,11.00,57,96.49,0,0,3,1,7,0,36,36,714,957,41,3/24,3/24,23.34,8.04,17.4,0,0,0
