,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,1,2,0,16,12,8.00,133,12.03,0,0,0,0,0,0,1,2,336,127,7,4/75,7/127,18.14,2.26,48.0,1,0,0
1,First-class,24,30,4,368,32*,14.15,1021,36.04,0,0,,,8,0,24,,5280,2254,87,8/136,,25.90,2.56,60.6,4,4,0
2,List A,6,5,1,102,50,25.50,118,86.44,0,1,9,3,3,0,6,6,306,264,6,2/45,2/45,44.00,5.17,51.0,0,0,0
3,T20s,18,3,1,67,37*,33.50,39,171.79,0,0,4,6,6,0,18,17,334,417,14,3/28,3/28,29.78,7.49,23.8,0,0,0
