,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,24,34,1,1/34,1/34,34.00,8.50,24.0,0,0,0
1,First-class,38,38,19,214,30*,11.26,584,36.64,0,0,23,1,18,0,38,71,6436,4029,99,5/23,6/38,40.69,3.75,65.0,7,1,0
2,List A,25,8,6,27,12,13.50,37,72.97,0,0,2,0,7,0,25,24,1212,1121,30,4/43,4/43,37.36,5.54,40.4,1,0,0
3,T20s,31,6,5,13,10*,13.00,9,144.44,0,0,1,1,7,0,31,31,672,906,52,5/19,5/19,17.42,8.08,12.9,2,1,0
