,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,42,54,13,511,47,12.46,1199,42.61,0,0,56,18,10,0,42,79,9167,4788,174,7/39,9/73,27.51,3.13,52.6,7,7,0
1,First-class,162,215,45,2872,70,16.89,5555,51.70,0,8,,74,48,0,162,299,33411,18012,668,7/39,11/111,26.96,3.23,50.0,36,32,2
2,List A,106,57,10,554,42,11.78,703,78.80,0,0,41,12,18,0,106,102,5156,4683,165,5/34,5/34,28.38,5.44,31.2,11,2,0
3,T20s,76,38,16,198,16*,9.00,160,123.75,0,0,13,8,11,0,76,72,1502,2198,79,4/33,4/33,27.82,8.78,19.0,1,0,0
