,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,10,10,2,272,58,34.00,379,71.76,0,3,23,3,5,0,10,1,6,5,0,-,-,-,5.00,-,0,0,0
1,T20Is,2,2,0,90,62,45.00,64,140.62,0,1,6,5,1,0,2,1,12,19,1,1/19,1/19,19.00,9.50,12.0,0,0,0
2,First-class,92,164,7,4637,210,29.53,10212,45.40,8,23,605,29,92,0,92,103,6594,3809,57,4/58,4/63,66.82,3.46,115.6,1,0,0
3,List A,121,120,10,4652,194,42.29,5861,79.37,11,27,485,75,40,0,121,69,2066,1915,48,4/22,4/22,39.89,5.56,43.0,2,0,0
4,T20s,103,96,8,2349,89*,26.69,1893,124.08,0,14,235,71,31,0,103,47,708,972,38,5/10,5/10,25.57,8.23,18.6,0,1,0
