,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,17,25,4,448,63,21.33,851,52.64,0,3,50,7,11,0,17,31,3186,1992,41,4/60,7/79,48.58,3.75,77.7,2,0,0
1,ODIs,31,13,2,67,24,6.09,88,76.13,0,0,3,4,7,0,31,30,1548,1430,39,4/58,4/58,36.66,5.54,39.6,1,0,0
2,T20Is,33,6,3,50,15,16.66,49,102.04,0,0,4,2,8,0,33,32,699,898,43,3/18,3/18,20.88,7.70,16.2,0,0,0
3,First-class,71,108,17,1991,82*,21.87,3527,56.45,0,10,250,26,30,0,71,121,13711,8207,242,7/30,12/62,33.91,3.59,56.6,11,14,2
4,List A,79,40,9,326,44*,10.51,349,93.40,0,0,23,11,20,0,79,76,3961,3364,110,4/10,4/10,30.58,5.09,36.0,3,0,0
5,T20s,130,39,19,210,51,10.50,197,106.59,0,1,16,8,17,0,130,126,2679,3458,150,6/11,6/11,23.05,7.74,17.8,2,1,0
