,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,12,22,1,709,137*,33.76,1069,66.32,2,4,88,11,12,0,12,21,1076,675,14,3/42,3/42,48.21,3.76,76.8,0,0,0
1,ODIs,59,50,10,1247,97*,31.17,1260,98.96,0,6,113,28,23,0,59,55,1772,1814,59,5/31,5/31,30.74,6.14,30.0,2,1,0
2,T20Is,15,12,3,122,28,13.55,93,131.18,0,0,15,3,5,0,15,13,196,259,11,3/16,3/16,23.54,7.92,17.8,0,0,0
3,First-class,60,102,9,3035,147,32.63,4191,72.41,5,15,413,50,63,0,60,102,6406,3683,108,5/65,6/118,34.10,3.44,59.3,2,2,0
4,List A,113,98,20,2784,120*,35.69,2678,103.95,2,17,261,82,48,0,113,97,3577,3510,122,5/31,5/31,28.77,5.88,29.3,6,2,0
5,T20s,98,77,21,1387,59*,24.76,1005,138.00,0,4,100,62,28,0,98,86,1556,2300,91,4/24,4/24,25.27,8.86,17.0,2,0,0
