,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,2,1,1,11,11*,-,6,183.33,0,0,1,0,0,0,2,2,84,58,5,3/41,3/41,11.60,4.14,16.8,0,0,0
1,T20Is,4,3,3,57,35*,-,24,237.50,0,0,4,5,2,0,4,4,77,129,2,1/26,1/26,64.50,10.05,38.5,0,0,0
2,First-class,70,108,18,2563,142*,28.47,4613,55.56,3,13,284,48,25,0,70,125,11862,7389,233,7/48,9/190,31.71,3.73,50.9,8,8,0
3,List A,73,59,13,974,85*,21.17,1025,95.02,0,3,75,38,23,0,73,71,3446,3297,109,5/24,5/24,30.24,5.74,31.6,2,1,0
4,T20s,77,50,25,454,38*,18.16,351,129.34,0,0,29,19,31,0,77,76,1499,2143,69,4/18,4/18,31.05,8.57,21.7,1,0,0
