,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,T20Is,11,10,1,140,56,15.55,140,100.00,0,1,9,5,9,2,11,-,-,-,-,-,-,-,-,-,-,-,-
1,First-class,20,34,4,1252,138*,41.73,2050,61.07,3,8,167,19,17,0,20,24,1002,678,15,3/45,4/75,45.20,4.05,66.8,0,0,0
2,List A,29,29,1,869,140*,31.03,1070,81.21,3,1,102,21,21,2,29,4,78,64,1,1/23,1/23,64.00,4.92,78.0,0,0,0
3,T20s,59,58,5,1612,116*,30.41,1216,132.56,2,11,139,75,36,6,59,1,6,10,0,-,-,-,10.00,-,0,0,0
