,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,61,97,14,3096,142*,37.30,7169,43.18,6,16,354,7,209,7,61,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,28,25,2,573,96*,24.91,838,68.37,0,5,58,3,20,0,28,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,5,4,0,38,22,9.50,58,65.51,0,0,3,0,3,0,5,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,151,255,30,8683,176,38.59,19488,44.55,15,52,,,362,9,151,,53,39,2,2/31,2/31,19.50,4.41,26.5,0,0,0
4,List A,122,114,12,3858,145*,37.82,5245,73.55,8,25,,,97,3,122,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,67,60,9,1255,75,24.60,1152,108.94,0,6,109,17,36,3,67,-,-,-,-,-,-,-,-,-,-,-,-
