,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,61,76,37,562,52*,14.41,1063,52.86,0,1,56,25,36,0,61,115,13591,6776,246,6/30,10/80,27.54,2.99,55.2,13,8,1
1,ODIs,89,39,23,154,21*,9.62,209,73.68,0,0,14,6,30,0,89,89,4884,4111,164,7/34,7/34,25.06,5.05,29.7,7,5,0
2,T20Is,25,7,3,14,5,3.50,24,58.33,0,0,0,0,12,0,25,25,551,784,37,4/34,4/34,21.18,8.53,14.8,1,0,0
3,First-class,94,116,47,970,61,14.05,1912,50.73,0,2,105,39,51,0,94,169,19213,9437,354,6/30,10/80,26.65,2.94,54.2,15,16,1
4,List A,118,53,28,209,21*,8.36,288,72.56,0,0,18,6,40,0,118,116,6323,5340,206,7/34,7/34,25.92,5.06,30.6,9,5,0
5,T20s,93,22,13,43,6,4.77,63,68.25,0,0,0,1,41,0,93,93,2009,2814,103,4/34,4/34,27.32,8.40,19.5,1,0,0
