,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,47,89,1,2586,189,29.38,5548,46.61,3,17,326,23,50,0,47,18,428,298,8,3/11,3/11,37.25,4.17,53.5,0,0,0
1,ODIs,179,176,19,6626,237*,42.20,7586,87.34,16,35,678,168,90,0,179,11,109,98,4,2/6,2/6,24.50,5.39,27.2,0,0,0
2,T20Is,76,74,7,2272,105,33.91,1712,132.71,2,14,200,103,40,0,76,1,6,11,0,-,-,-,11.00,-,0,0,0
3,First-class,109,197,13,6987,227,37.97,13003,53.73,15,36,926,84,116,0,109,34,842,670,11,3/11,3/11,60.90,4.77,76.5,0,0,0
4,List A,234,229,22,8919,237*,43.08,10217,87.29,26,44,924,222,117,0,234,12,115,105,5,2/6,2/6,21.00,5.47,23.0,0,0,0
5,T20s,220,215,21,6382,120*,32.89,4955,128.79,4,42,555,277,131,0,220,2,12,19,0,-,-,-,9.50,-,0,0,0
