,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,64,90,14,1080,51,14.21,2295,47.05,0,2,116,4,17,0,64,120,13325,6482,214,6/54,9/104,30.28,2.91,62.2,8,8,0
1,ODIs,20,6,3,31,10*,10.33,30,103.33,0,0,2,0,1,0,20,19,901,743,17,3/55,3/55,43.70,4.94,53.0,0,0,0
2,T20Is,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,0,2,2,48,58,3,2/24,2/24,19.33,7.25,16.0,0,0,0
3,First-class,167,225,41,3130,103*,17.01,6174,50.69,1,6,325,23,53,0,167,308,32154,15610,575,8/54,9/77,27.14,2.91,55.9,23,23,0
4,List A,61,32,11,248,62,11.80,253,98.02,0,1,25,4,6,0,61,60,3058,2405,71,4/27,4/27,33.87,4.71,43.0,2,0,0
5,T20s,46,14,9,31,9*,6.20,37,83.78,0,0,2,1,9,0,46,45,936,1143,40,4/29,4/29,28.57,7.32,23.4,1,0,0
