,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,6,11,1,327,79,32.70,616,53.08,0,2,38,0,7,0,6,-,-,-,-,-,-,-,-,-,-,-,-
1,First-class,80,147,9,5288,250*,38.31,9222,57.34,12,22,692,23,40,0,80,3,24,17,0,-,-,-,4.25,-,0,0,0
2,List A,38,37,1,1064,84,29.55,1211,87.86,0,6,125,18,9,0,38,-,-,-,-,-,-,-,-,-,-,-,-
3,T20s,39,38,1,851,85,23.00,679,125.33,0,4,96,23,15,0,39,-,-,-,-,-,-,-,-,-,-,-,-
