,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,4,4,0,75,44,18.75,89,84.26,0,0,5,3,3,0,4,-,-,-,-,-,-,-,-,-,-,-,-
1,T20Is,18,16,1,291,44,19.40,221,131.67,0,0,28,14,3,0,18,-,-,-,-,-,-,-,-,-,-,-,-
2,First-class,41,71,8,2743,250,43.53,4909,55.87,6,12,345,45,26,0,41,8,84,64,0,-,-,-,4.57,-,0,0,0
3,List A,50,50,6,1597,135,36.29,1654,96.55,2,12,144,65,24,0,50,7,69,45,1,1/3,1/3,45.00,3.91,69.0,0,0,0
4,T20s,162,155,19,4425,101,32.53,3117,141.96,1,31,357,251,49,0,162,7,78,93,3,2/15,2/15,31.00,7.15,26.0,0,0,0
