,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,41,71,6,2765,174,42.53,5523,50.06,8,14,295,15,32,0,41,2,12,5,0,-,-,-,2.50,-,0,0,0
1,ODIs,40,39,2,1554,104,42.00,1848,84.09,2,12,150,13,13,0,40,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,9,9,0,241,58,26.77,182,132.41,0,1,31,5,5,0,9,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,137,239,22,9499,214,43.77,18297,51.91,28,45,1178,55,103,0,137,13,162,103,1,1/21,1/21,103.00,3.81,162.0,0,0,0
4,List A,108,106,7,4609,166,46.55,5363,85.94,12,27,477,56,38,0,108,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,66,65,5,1906,109*,31.76,1493,127.66,2,9,232,32,20,0,66,-,-,-,-,-,-,-,-,-,-,-,-
